jgi|Xanpa2|1597084|fgenesh1_pg.8_#_55	K07151
jgi|Xanpa2|1430243|CE1430242_5307
jgi|Xanpa2|1660701|gm1.5725_g
jgi|Xanpa2|1431814|CE1431813_16956
jgi|Xanpa2|1607749|fgenesh1_kg.8_#_90_#_Locus2226v1rpkm91.67
jgi|Xanpa2|1430745|CE1430744_1267
jgi|Xanpa2|1579100|e_gw1.8.742.1	K03549
jgi|Xanpa2|1432132|CE1432131_2455
jgi|Xanpa2|1432214|CE1432213_2788
jgi|Xanpa2|1430718|CE1430717_159
jgi|Xanpa2|1670964|estExt_Genemark1.C_80070
jgi|Xanpa2|1430755|CE1430754_6791
jgi|Xanpa2|1660708|gm1.5732_g
jgi|Xanpa2|1432350|CE1432349_5227
jgi|Xanpa2|1660709|gm1.5733_g
jgi|Xanpa2|1660710|gm1.5734_g
jgi|Xanpa2|1434745|CE1434744_20124
jgi|Xanpa2|1616270|fgenesh1_pm.8_#_20
jgi|Xanpa2|1432408|CE1432407_165411
jgi|Xanpa2|1616272|fgenesh1_pm.8_#_22	K13350
jgi|Xanpa2|1433886|CE1433885_41706
jgi|Xanpa2|1627033|estExt_Genewise1Plus.C_8_t10114
jgi|Xanpa2|1435462|CE1435461_4578
jgi|Xanpa2|1578614|e_gw1.8.833.1
jgi|Xanpa2|1714233|estExt_fgenesh1_pg.C_80070
jgi|Xanpa2|1627038|estExt_Genewise1Plus.C_8_t10119	K02127
jgi|Xanpa2|1579091|e_gw1.8.740.1	K14771
jgi|Xanpa2|1435109|CE1435108_6035
jgi|Xanpa2|1435527|CE1435526_401
jgi|Xanpa2|1616279|fgenesh1_pm.8_#_29
jgi|Xanpa2|1435654|CE1435653_2717
jgi|Xanpa2|1616280|fgenesh1_pm.8_#_30
jgi|Xanpa2|1642382|estExt_Genewise1.C_8_t10129	K03139
jgi|Xanpa2|1435697|CE1435696_13386	K12178
jgi|Xanpa2|1707239|MIX31781_7959_37	K13690
jgi|Xanpa2|1435583|CE1435582_5145
jgi|Xanpa2|1597110|fgenesh1_pg.8_#_81
jgi|Xanpa2|1436370|CE1436369_6999
jgi|Xanpa2|1436451|CE1436450_15418
jgi|Xanpa2|1660729|gm1.5753_g
jgi|Xanpa2|1579005|e_gw1.8.214.1	K00486
jgi|Xanpa2|1437255|CE1437254_24654
jgi|Xanpa2|1436616|CE1436615_1029
jgi|Xanpa2|1660732|gm1.5756_g
jgi|Xanpa2|1437020|CE1437019_652
jgi|Xanpa2|1579065|e_gw1.8.801.1
jgi|Xanpa2|1652491|estExt_fgenesh1_pm.C_80041
jgi|Xanpa2|1437533|CE1437532_10145
jgi|Xanpa2|1660736|gm1.5760_g	K00306
jgi|Xanpa2|1607805|fgenesh1_kg.8_#_146_#_Locus4558v1rpkm51.10
jgi|Xanpa2|1642412|estExt_Genewise1.C_8_t10160
jgi|Xanpa2|1578714|e_gw1.8.661.1
jgi|Xanpa2|1607811|fgenesh1_kg.8_#_152_#_Locus4994v1rpkm46.65	K14847
jgi|Xanpa2|1616299|fgenesh1_pm.8_#_49	K01426
jgi|Xanpa2|1578725|e_gw1.8.556.1
jgi|Xanpa2|1660743|gm1.5767_g	K00295
jgi|Xanpa2|1597128|fgenesh1_pg.8_#_99	K15075
jgi|Xanpa2|1627094|estExt_Genewise1Plus.C_8_t10176
jgi|Xanpa2|1616304|fgenesh1_pm.8_#_54	K00844
jgi|Xanpa2|1660747|gm1.5771_g	K00846
jgi|Xanpa2|1578976|e_gw1.8.768.1
jgi|Xanpa2|1607830|fgenesh1_kg.8_#_171_#_Locus14048v1rpkm8.53
jgi|Xanpa2|1438441|CE1438440_7310
jgi|Xanpa2|1607835|fgenesh1_kg.8_#_176_#_Locus4596v1rpkm50.72
jgi|Xanpa2|1438504|CE1438503_8271	K15108
jgi|Xanpa2|1671012|estExt_Genemark1.C_80118
jgi|Xanpa2|1642447|estExt_Genewise1.C_8_t10195	K04354
jgi|Xanpa2|1627116|estExt_Genewise1Plus.C_8_t10198	K15278
jgi|Xanpa2|1578781|e_gw1.8.147.1	K17065
jgi|Xanpa2|1607839|fgenesh1_kg.8_#_180_#_Locus4096v1rpkm55.95
jgi|Xanpa2|1642457|estExt_Genewise1.C_8_t10205
jgi|Xanpa2|1438723|CE1438722_65972
jgi|Xanpa2|1660760|gm1.5784_g	K01490
jgi|Xanpa2|1439004|CE1439003_13254
jgi|Xanpa2|1660762|gm1.5786_g
jgi|Xanpa2|1607843|fgenesh1_kg.8_#_184_#_Locus10799v1rpkm16.27	K06662
jgi|Xanpa2|1440125|CE1440124_1769
jgi|Xanpa2|1607848|fgenesh1_kg.8_#_189_#_Locus10799v11rpkm0.78_PRE
jgi|Xanpa2|1439634|CE1439633_8017
jgi|Xanpa2|1607854|fgenesh1_kg.8_#_195_#_Locus8180v1rpkm26.30	K14837
jgi|Xanpa2|1439107|CE1439106_19460
jgi|Xanpa2|1627137|estExt_Genewise1Plus.C_8_t10219	K11426
jgi|Xanpa2|1627138|estExt_Genewise1Plus.C_8_t10220
jgi|Xanpa2|1607858|fgenesh1_kg.8_#_199_#_Locus563v2rpkm70.05
jgi|Xanpa2|1439193|CE1439192_89
